source_file,category,title_in_contents,in_index_116,role,include_in_master,decision
cronica/macr18.txt,cronica,José de Alencar (1883),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr19.txt,cronica,Joaquim Serra (1888),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr20.txt,cronica,O futuro dos argentinos (1888),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr21.txt,cronica,Entre 1892 e 1894 (1892-1894),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr22.txt,cronica,Henrique Chaves (1893),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr23.txt,cronica,Henrique Lombaerts (1897),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr24.txt,cronica,O velho Senado (1898),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
miscelanea/mams01.txt,miscelanea,Os imortais (1859),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
miscelanea/mams02.txt,miscelanea,Queda que as mulheres têm para os tolos (1861),True,item_indexado,False,tradução: Queda que as mulheres têm para os tolos
miscelanea/mams03.txt,miscelanea,Carta ao Sr. Bispo do RJ (1862),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
miscelanea/mams04.txt,miscelanea,Carta à redação da Imprensa Acadêmica (1864),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
miscelanea/mams05.txt,miscelanea,Pedro Luís (1884),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
miscelanea/mams06.txt,miscelanea,A morte de Francisco Otaviano (1889),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
miscelanea/mams07.txt,miscelanea,Secretaria de Agricultura (1890),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
